CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE
"129901041","0","0","0","0","0","0","0","CRANDALL MIDDLE","N","KAUFMAN","129","Met Standard","CRANDALL ISD","129901","07 - 08","M"
"129901101","0","0","0","0","0","0"," ","W A MARTIN EL","N","KAUFMAN","129","Met Standard","CRANDALL ISD","129901","EE - 06","E"
"129901102","0","0","0","0","0","1"," ","NOLA KATHRYN WILSON EL","N","KAUFMAN","129","Met Standard","CRANDALL ISD","129901","EE - 06","E"
"129901103","0","0","0","0","0","0"," ","BARBARA WALKER EL","N","KAUFMAN","129","Met Standard","CRANDALL ISD","129901","PK - 06","E"
"129901105","0","0","0","0","0","0"," ","HOLLIS T DIETZ EL","N","KAUFMAN","129","Met Standard","CRANDALL ISD","129901","EE - 06","E"
"129902001","1","1","0","1","0","0","0","FORNEY H S","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","09 - 12","S"
"129902003","0","0","0","0","0","0","0","NORTH FORNEY H S","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","09 - 12","S"
"129902041","0","0","0","0","0","0","0","WARREN MIDDLE","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","07 - 08","M"
"129902042","0","0","0","0","0","0","0","BROWN MIDDLE","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","07 - 08","M"
"129902101","1","0","0","0","0","0"," ","JOHNSON EL","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","KG - 06","E"
"129902102","0","0","0","0","0","0"," ","KATHRYN WOLFE CRISWELL EL","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","KG - 06","E"
"129902103","0","0","0","0","0","0"," ","L E CLAYBON EL","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","PK - 06","E"
"129902104","1","0","0","1","0","0"," ","HENDERSON EL","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","PK - 06","E"
"129902105","0","0","0","0","0","0"," ","BLACKBURN EL","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","KG - 06","E"
"129902106","0","0","0","0","0","0"," ","CROSBY EL","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","KG - 06","E"
"129902107","0","0","0","0","0","1"," ","LEWIS EL","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","KG - 06","E"
"129902108","1","0","1","1","0","0"," ","NELL HILL RHEA EL","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","KG - 06","E"
"129902109","0","0","0","0","0","0"," ","MARGARET TAYLOR SMITH EL","N","KAUFMAN","129","Met Standard","FORNEY ISD","129902","EE - 06","E"
"129903001","0","0","0","1","0","1","0","KAUFMAN H S","N","KAUFMAN","129","Met Standard","KAUFMAN ISD","129903","09 - 12","S"
"129903003"," "," "," "," "," "," "," ","GARY W CAMPBELL H S","N","KAUFMAN","129","Met Alternative Standard","KAUFMAN ISD","129903","09 - 12","S"
"129903041","1","1","0","1","0","0","0","NORMAN J H","N","KAUFMAN","129","Met Standard","KAUFMAN ISD","129903","07 - 08","M"
"129903101","0","1","0","0","0"," "," ","PHILLIPS EL","N","KAUFMAN","129","Met Standard","KAUFMAN ISD","129903","03 - 04","E"
"129903102","0","1","0","1","1","1"," ","LUCILLE NASH EL","N","KAUFMAN","129","Met Standard","KAUFMAN ISD","129903","05 - 06","M"
"129903103"," "," "," "," "," "," "," ","MONDAY EL","N","KAUFMAN","129","Met Standard","KAUFMAN ISD","129903","01 - 02","E"
"129903105"," "," "," "," "," "," "," ","HELEN EDWARD EARLY CHILDHOOD CENTE","N","KAUFMAN","129","Met Standard","KAUFMAN ISD","129903","EE - KG","E"
"129904001","1","0","1","0","0","0","0","KEMP H S","N","KAUFMAN","129","Met Standard","KEMP ISD","129904","09 - 12","S"
"129904003"," "," "," "," "," "," "," ","KEMP ALTERNATIVE","N","KAUFMAN","129","Met Alternative Standard","KEMP ISD","129904","09 - 12","S"
"129904041","0","0","0","0","0","0","1","KEMP J H","N","KAUFMAN","129","Met Standard","KEMP ISD","129904","06 - 08","M"
"129904101"," "," "," "," "," "," "," ","KEMP PRI","N","KAUFMAN","129","Met Standard","KEMP ISD","129904","PK - 02","E"
"129904102","0","0","0","1","0","0"," ","KEMP INT","N","KAUFMAN","129","Met Standard","KEMP ISD","129904","03 - 05","E"
"129905001","1","1","1","0","1","1","1","MABANK H S","N","KAUFMAN","129","Met Standard","MABANK ISD","129905","09 - 12","S"
"129905041","1","1","1","1","1","1","0","MABANK J H","N","KAUFMAN","129","Met Standard","MABANK ISD","129905","07 - 08","M"
"129905103","1","1","1","0","1"," "," ","CENTRAL EL","N","KAUFMAN","129","Met Standard","MABANK ISD","129905","PK - 04","E"
"129905104","1","1","1","1","1"," "," ","SOUTHSIDE EL","N","KAUFMAN","129","Met Standard","MABANK ISD","129905","PK - 04","E"
"129905105","1","1","1","1","1"," "," ","LAKEVIEW EL","N","KAUFMAN","129","Met Standard","MABANK ISD","129905","KG - 04","E"
"129905106","0","0","0","0","0","1"," ","MABANK INT","N","KAUFMAN","129","Met Standard","MABANK ISD","129905","05 - 06","M"
"129906002","0","0","0","0","0","0","0","TERRELL H S","N","KAUFMAN","129","Met Standard","TERRELL ISD","129906","09 - 12","S"
"129906004"," "," "," "," "," "," "," ","TERRELL ALTERNATIVE EDUCATION CENT","N","KAUFMAN","129","Not Rated","TERRELL ISD","129906","09 - 12","S"
"129906041","0","0","0","1","0","0","0","HERMAN FURLOUGH JR MIDDLE","N","KAUFMAN","129","Met Standard","TERRELL ISD","129906","06 - 08","M"
"129906103"," "," "," "," "," "," "," ","W H BURNETT EL","N","KAUFMAN","129","Met Standard","TERRELL ISD","129906","EE - PK","E"
"129906104"," "," "," "," "," "," "," ","TISD CHILD & ADOLESCENT SCHOOL","N","KAUFMAN","129","Not Rated","TERRELL ISD","129906","03 - 11","B"
"129906107","0","0","0","0","0","0"," ","J W LONG EL","N","KAUFMAN","129","Met Standard","TERRELL ISD","129906","KG - 05","E"
"129906108","0","0","0","0","0","0"," ","GILBERT WILLIE SR EL","N","KAUFMAN","129","Met Standard","TERRELL ISD","129906","KG - 05","E"
"129906109","0","0","0","0","0","0"," ","DR BRUCE WOOD EL","N","KAUFMAN","129","Met Standard","TERRELL ISD","129906","KG - 05","E"
"129910001","0","0","1","1","0","0","1","SCURRY-ROSSER H S","N","KAUFMAN","129","Met Standard","SCURRY-ROSSER ISD","129910","09 - 12","S"
"129910041","0","0","0","0","0","0","0","SCURRY-ROSSER MIDDLE","N","KAUFMAN","129","Met Standard","SCURRY-ROSSER ISD","129910","04 - 08","M"
"129910101","0","0","0"," ","0"," "," ","SCURRY-ROSSER EL","N","KAUFMAN","129","Met Standard","SCURRY-ROSSER ISD","129910","EE - 03","E"
"130801001"," "," "," "," "," "," "," ","OAKS ACADEMY","Y","KENDALL","130","Not Rated","MEADOWLAND CHARTER DISTRICT","130801","01 - 12","B"
"130801002"," "," "," "," "," "," "," ","LAKES ACADEMY","Y","KENDALL","130","Not Rated","MEADOWLAND CHARTER DISTRICT","130801","02 - 11","B"
"130901001","0","0","0","0","0","1","0","BOERNE H S","N","KENDALL","130","Met Standard","BOERNE ISD","130901","09 - 12","S"
"130901002","0","0","0","1","1","1","0","BOERNE - SAMUEL V CHAMPION H S","N","KENDALL","130","Met Standard","BOERNE ISD","130901","09 - 12","S"
"130901041","0","0","0","1","0","0","0","BOERNE MIDDLE NORTH","N","KENDALL","130","Met Standard","BOERNE ISD","130901","06 - 08","M"
"130901042","0","0","0","0","0","0","0","BOERNE MIDDLE SOUTH","N","KENDALL","130","Met Standard","BOERNE ISD","130901","06 - 08","M"
"130901101","0","0","0","0","0","0"," ","CURINGTON EL","N","KENDALL","130","Met Standard","BOERNE ISD","130901","PK - 05","E"
"130901102","1","0","0","0","0","0"," ","FABRA EL","N","KENDALL","130","Met Standard","BOERNE ISD","130901","EE - 05","E"
"130901103","1","0","0","1","0","0"," ","FAIR OAKS RANCH EL","N","KENDALL","130","Met Standard","BOERNE ISD","130901","EE - 05","E"
"130901104","0","1","1","1","0","0"," ","KENDALL EL","N","KENDALL","130","Met Standard","BOERNE ISD","130901","KG - 05","E"
"130901105","0","0","0","0","0","0"," ","CIBOLO CREEK EL","N","KENDALL","130","Met Standard","BOERNE ISD","130901","EE - 05","E"
"130902001","0","0","0","0","0","1","0","COMFORT H S","N","KENDALL","130","Met Standard","COMFORT ISD","130902","09 - 12","S"
"130902041","0","0","0","0","0","1","0","COMFORT MIDDLE","N","KENDALL","130","Met Standard","COMFORT ISD","130902","06 - 08","M"
"130902101","1","0","1","1","0","0"," ","COMFORT EL","N","KENDALL","130","Met Standard","COMFORT ISD","130902","EE - 05","E"
"131001103","1","0","1","0","0"," "," ","SARITA EL","N","KENEDY","131","Met Standard","KENEDY COUNTY WIDE CSD","131001","PK - 06","E"
"132902001","1","0","1","0","0","0","0","JAYTON SCHOOLS","N","KENT","132","Met Standard","JAYTON-GIRARD ISD","132902","PK - 12","B"
"133901001","0","0","0","0","0","0","0","CENTER POINT H S","N","KERR","133","Met Standard","CENTER POINT ISD","133901","09 - 12","S"
"133901041","0","0","0","0","0","0","0","CENTER POINT MIDDLE","N","KERR","133","Met Standard","CENTER POINT ISD","133901","06 - 08","M"
"133901101","0","0","0","0","0","0"," ","CENTER POINT EL","N","KERR","133","Met Standard","CENTER POINT ISD","133901","PK - 05","E"
"133902101","0","0","0","0","0","0","0","HUNT SCHOOL","N","KERR","133","Met Standard","HUNT ISD","133902","PK - 08","E"
"133903001","1","1","1","0","1","1","1","TIVY H S","N","KERR","133","Met Standard","KERRVILLE ISD","133903","09 - 12","S"
"133903041","1","1","1","1","0","1","1","PETERSON MIDDLE","N","KERR","133","Met Standard","KERRVILLE ISD","133903","07 - 08","M"
"133903101","0","0","1","0","0","0"," ","DANIELS EL","N","KERR","133","Met Standard","KERRVILLE ISD","133903","KG - 05","E"
"133903102","1","0","1","1","0","0"," ","STARKEY EL","N","KERR","133","Met Standard","KERRVILLE ISD","133903","KG - 05","E"
"133903103","1","0","1","0","1","1"," ","NIMITZ EL","N","KERR","133","Met Standard","KERRVILLE ISD","133903","KG - 05","E"
"133903104","0","0","0","0","0"," "," ","B T WILSON SIXTH GRADE SCHOOL","N","KERR","133","Met Standard","KERRVILLE ISD","133903","06 - 06","M"
"133903105"," "," "," "," "," "," "," ","HILL COUNTRY H S","N","KERR","133","Met Alternative Standard","KERRVILLE ISD","133903","10 - 12","S"
"133903107"," "," "," "," "," "," "," ","EARLY CHILDHOOD CENTER","N","KERR","133","Met Standard","KERRVILLE ISD","133903","EE - PK","E"
"133903109","0","0","1","0","1","0"," ","FRED H TALLY EL","N","KERR","133","Met Standard","KERRVILLE ISD","133903","KG - 05","E"
"133904001","0","1","0","0","0","1","0","INGRAM TOM MOORE H S","N","KERR","133","Met Standard","INGRAM ISD","133904","09 - 12","S"
"133904042","0","0","1","0","0","1","0","INGRAM MIDDLE","N","KERR","133","Met Standard","INGRAM ISD","133904","06 - 08","M"
"133904101","0","0","0","0","0","0"," ","INGRAM EL","N","KERR","133","Met Standard","INGRAM ISD","133904","PK - 05","E"
"133905101"," "," ","1","0"," "," "," ","DIVIDE EL","N","KERR","133","Met Standard","DIVIDE ISD","133905","PK - 06","E"
"134901001","0","0","1","0","1","1","0","JUNCTION H S","N","KIMBLE","134","Met Standard","JUNCTION ISD","134901","09 - 12","S"
"134901041","1","0","1","1","1","1","0","JUNCTION MIDDLE","N","KIMBLE","134","Met Standard","JUNCTION ISD","134901","06 - 08","M"
"134901101","0","0","0","0","1","0"," ","JUNCTION EL","N","KIMBLE","134","Met Standard","JUNCTION ISD","134901","PK - 05","E"
"135001001","1","0","1","0","0","0","1","GUTHRIE SCHOOL","N","KING","135","Met Standard","GUTHRIE CSD","135001","KG - 12","B"
"136901001","1","1","1","1","0","1","0","BRACKETT H S","N","KINNEY","136","Met Standard","BRACKETT ISD","136901","09 - 12","S"
"136901041","1","0","1","0","0","0","1","BRACKETT J H","N","KINNEY","136","Met Standard","BRACKETT ISD","136901","06 - 08","M"
"136901101","0","0","1","1","1","0"," ","JONES ELEMENTARY/INTERMEDIATE SCHO","N","KINNEY","136","Met Standard","BRACKETT ISD","136901","PK - 05","E"
"137901001","0","0","0","0","0","0","0","H M KING H S","N","KLEBERG","137","Improvement Required","KINGSVILLE ISD","137901","09 - 12","S"
"137901005"," "," "," "," "," "," "," ","POGUE OPTIONS ALTERNATIVE ACADEMY","N","KLEBERG","137","Met Alternative Standard","KINGSVILLE ISD","137901","10 - 12","S"
"137901041","0","0","0","0","0","0"," ","GILLETT INT","N","KLEBERG","137","Improvement Required","KINGSVILLE ISD","137901","05 - 06","M"
"137901042","0","0","0","0","0","0","0","MEMORIAL MIDDLE","N","KLEBERG","137","Met Standard","KINGSVILLE ISD","137901","07 - 08","M"
"137901105","1","1","1","0","0"," "," ","HARVEY EL","N","KLEBERG","137","Met Standard","KINGSVILLE ISD","137901","EE - 04","E"
"137901106","0","0","0","0","0"," "," ","KLEBERG EL","N","KLEBERG","137","Improvement Required","KINGSVILLE ISD","137901","PK - 04","E"
"137901109","0","0","0","0","0"," "," ","HARREL EL","N","KLEBERG","137","Met Standard","KINGSVILLE ISD","137901","EE - 04","E"
"137901110","0","1","0","0","0"," "," ","PEREZ EL","N","KLEBERG","137","Met Standard","KINGSVILLE ISD","137901","PK - 04","E"
"137902041","1","0","1","1","1","1","0","RICARDO MIDDLE","N","KLEBERG","137","Met Standard","RICARDO ISD","137902","05 - 08","M"
"137902101","1","1","1","0","1"," "," ","RICARDO EL","N","KLEBERG","137","Met Standard","RICARDO ISD","137902","PK - 04","E"
"137903001","0","0","0","0","0","1","0","KAUFER H S","N","KLEBERG","137","Met Standard","RIVIERA ISD","137903","07 - 12","S"
"137903101","1","1","1","0","1","0"," ","NANNY EL","N","KLEBERG","137","Met Standard","RIVIERA ISD","137903","PK - 06","E"
"137904001","1","1","1","1","1","1","1","SANTA GERTRUDIS ACADEMY H S","N","KLEBERG","137","Met Standard","SANTA GERTRUDIS ISD","137904","09 - 12","S"
"137904101","1","1","1","1","1","0"," ","SANTA GERTRUDIS SCHOOL","N","KLEBERG","137","Met Standard","SANTA GERTRUDIS ISD","137904","PK - 08","E"
"138902001","1","0","0","1","0","0","0","KNOX CITY H S","N","KNOX","138","Met Standard","KNOX CITY-O'BRIEN CISD","138902","09 - 12","S"
"138902041","1","1","1","1","1","0","0","O'BRIEN MIDDLE","N","KNOX","138","Met Standard","KNOX CITY-O'BRIEN CISD","138902","05 - 08","M"
"138902101","0","0","0","1","1"," "," ","KNOX CITY EL","N","KNOX","138","Met Standard","KNOX CITY-O'BRIEN CISD","138902","EE - 04","E"
"138903001","0","1","1","0","1","1","1","MUNDAY SECONDARY","N","KNOX","138","Met Standard","MUNDAY CISD","138903","07 - 12","S"
"138903101","1","1","1","1","1","0"," ","MUNDAY EL","N","KNOX","138","Met Standard","MUNDAY CISD","138903","EE - 06","E"
"138904001","1","1","1","1","1","1","1","BENJAMIN SCHOOL","N","KNOX","138","Met Standard","BENJAMIN ISD","138904","PK - 12","B"
"139905001","0","0","1","0","1","0","0","CHISUM H S","N","LAMAR","139","Met Standard","CHISUM ISD","139905","09 - 12","S"
"139905041","0","0","0","0","1","0","0","CHISUM MIDDLE","N","LAMAR","139","Met Standard","CHISUM ISD","139905","06 - 08","M"
"139905101","1","1","1","1","1","1"," ","CHISUM EL","N","LAMAR","139","Met Standard","CHISUM ISD","139905","EE - 05","E"
"139908001","1","0","0","0","0","0","0","ROXTON ISD","N","LAMAR","139","Met Standard","ROXTON ISD","139908","EE - 12","B"
"139909002","1","1","1","1","1","1","1","PARIS H S","N","LAMAR","139","Met Standard","PARIS ISD","139909","09 - 12","S"
"139909008"," "," "," "," "," "," "," ","TRAVIS H S OF CHOICE","N","LAMAR","139","Met Alternative Standard","PARIS ISD","139909","09 - 12","S"
"139909042","1","1","1","1","1","0","0","PARIS J H","N","LAMAR","139","Met Standard","PARIS ISD","139909","07 - 08","M"
"139909105"," "," "," "," "," "," "," ","GIVENS EARLY CHILDHOOD CENTER","N","LAMAR","139","Met Standard","PARIS ISD","139909","EE - PK","E"
"139909108","1","1","0","1","1"," "," ","JUSTISS EL","N","LAMAR","139","Met Standard","PARIS ISD","139909","KG - 04","E"
"139909109","0","1","1","0","0"," "," ","AIKIN EL","N","LAMAR","139","Met Standard","PARIS ISD","139909","KG - 04","E"
"139909111"," "," "," "," "," "," "," ","LAMAR COUNTY HEAD START","N","LAMAR","139","Met Standard","PARIS ISD","139909","PK - PK","E"
"139909112","0","0","0","0","0","0"," ","CROCKETT INT","N","LAMAR","139","Met Standard","PARIS ISD","139909","05 - 06","M"
"139911002","0","0","0","0","1","1","1","NORTH LAMAR H S","N","LAMAR","139","Met Standard","NORTH LAMAR ISD","139911","09 - 12","S"
"139911042","0","0","0","0","0","0","1","FRANK STONE MIDDLE","N","LAMAR","139","Met Standard","NORTH LAMAR ISD","139911","06 - 08","M"
"139911101"," "," "," "," "," "," "," ","W L HIGGINS EL","N","LAMAR","139","Met Standard","NORTH LAMAR ISD","139911","EE - 01","E"
"139911102","0","0","0","0","0","1"," ","AARON PARKER EL","N","LAMAR","139","Met Standard","NORTH LAMAR ISD","139911","PK - 05","E"
"139911103","0","0","0"," ","0"," "," ","CECIL EVERETT EL","N","LAMAR","139","Met Standard","NORTH LAMAR ISD","139911","02 - 03","E"
"139911104","0","0","0","0","0","0"," ","BAILEY INT","N","LAMAR","139","Met Standard","NORTH LAMAR ISD","139911","04 - 05","E"
"139912001","0","0","0","0","0","0","0","PRAIRILAND H S","N","LAMAR","139","Met Standard","PRAIRILAND ISD","139912","09 - 12","S"
"139912041","0","0","0","0","1","0","0","PRAIRILAND J H","N","LAMAR","139","Met Standard","PRAIRILAND ISD","139912","06 - 08","M"
"139912101","0","0","0","1","0","1"," ","BLOSSOM EL","N","LAMAR","139","Met Standard","PRAIRILAND ISD","139912","EE - 05","E"
"139912102","0","0","0","0","0","0"," ","DEPORT EL","N","LAMAR","139","Met Standard","PRAIRILAND ISD","139912","EE - 05","E"
"140901001","0","0","1","0","0","0","0","AMHERST SCHOOL","N","LAMB","140","Met Standard","AMHERST ISD","140901","PK - 12","B"
"140904001","0","0","0","0","0","1","0","LITTLEFIELD H S","N","LAMB","140","Met Standard","LITTLEFIELD ISD","140904","09 - 12","S"
"140904041","1","0","1","0","1","1","1","LITTLEFIELD J H","N","LAMB","140","Met Standard","LITTLEFIELD ISD","140904","06 - 08","M"
"140904102","0","0","0","1","0","0"," ","LITTLEFIELD EL","N","LAMB","140","Met Standard","LITTLEFIELD ISD","140904","03 - 05","E"
"140904103"," "," "," "," "," "," "," ","LITTLEFIELD PRI","N","LAMB","140","Met Standard","LITTLEFIELD ISD","140904","PK - 02","E"
"140905002","0","1","1","0","0","1","0","OLTON H S","N","LAMB","140","Met Standard","OLTON ISD","140905","09 - 12","S"
"140905041","0","0","0","0","0","1","0","OLTON J H","N","LAMB","140","Met Standard","OLTON ISD","140905","06 - 08","M"
"140905102","1","0","1","1","1","1"," ","HP WEBB EL","N","LAMB","140","Met Standard","OLTON ISD","140905","EE - 05","E"
"140907001","0","0","0","0","0","0","0","SPRINGLAKE-EARTH H S","N","LAMB","140","Met Standard","SPRINGLAKE-EARTH ISD","140907","08 - 12","S"
"140907101","0","0","0","0","0","0"," ","SPRINGLAKE-EARTH ELEM/MIDDLE SCHOO","N","LAMB","140","Improvement Required","SPRINGLAKE-EARTH ISD","140907","PK - 07","E"
"140908001","1","1","0","0","1","0","0","SUDAN H S","N","LAMB","140","Met Standard","SUDAN ISD","140908","08 - 12","S"
"140908002"," "," "," "," "," "," "," ","P E P ALTER","N","LAMB","140","Not Rated","SUDAN ISD","140908","09 - 09","S"
"140908101","0","1","1","0","1","1"," ","SUDAN EL","N","LAMB","140","Met Standard","SUDAN ISD","140908","PK - 07","E"
"141901001","0","0","1","1","1","0","1","LAMPASAS H S","N","LAMPASAS","141","Met Standard","LAMPASAS ISD","141901","09 - 12","S"
"141901041","0","0","0","0","0","0","0","LAMPASAS MIDDLE","N","LAMPASAS","141","Met Standard","LAMPASAS ISD","141901","06 - 08","M"
"141901102","0","0","0","0","0","0"," ","KLINE WHITIS EL","N","LAMPASAS","141","Met Standard","LAMPASAS ISD","141901","EE - 05","E"
"141901103","0","0","0","0","0","0"," ","HANNA SPRINGS EL","N","LAMPASAS","141","Met Standard","LAMPASAS ISD","141901","KG - 05","E"
"141901105","0","0","0","0","0","1"," ","TAYLOR CREEK EL","N","LAMPASAS","141","Met Standard","LAMPASAS ISD","141901","PK - 05","E"
"141902001","1","1","1","1","0","1","1","LOMETA SCHOOL","N","LAMPASAS","141","Met Standard","LOMETA ISD","141902","PK - 12","B"
"142901001","0","0","0","0","0","0","0","COTULLA H S","N","LA SALLE","142","Improvement Required","COTULLA ISD","142901","09 - 12","S"
"142901041","1","1","0","1","0","1","0","FRANK NEWMAN MIDDLE","N","LA SALLE","142","Met Standard","COTULLA ISD","142901","06 - 08","M"
"142901102","0","0","0","0","0","1"," ","RAMIREZ-BURKS EL","N","LA SALLE","142","Met Standard","COTULLA ISD","142901","PK - 05","E"
